hotspot_id,is_discovered_cluster,centroid_lat,centroid_lon,violation_count,avg_PIS,police_station,junction_name,peak_window,impact_score
101,True,13.093880261904763,77.59430343619047,105,6.942857142857143,Yelahanka,Discovered Cluster #101,08:00–10:00,729.0
102,True,12.9252316375,77.63399860833334,72,5.284722222222222,Adugodi,Discovered Cluster #102,11:00–13:00,380.5
103,True,12.997226098214286,77.56845388214286,56,19.071428571428573,Malleshwaram,Discovered Cluster #103,10:00–12:00,1068.0
104,True,13.018666048713518,77.55816398167637,158,14.318037974683545,Yeshwanthpura,Discovered Cluster #104,04:00–06:00,2262.25
105,True,12.989804036134453,77.57303805630251,119,9.768907563025211,Sheshadripuram,Discovered Cluster #105,08:00–10:00,1162.5
106,True,12.931522450000001,77.59254486842106,38,5.565789473684211,Jayanagara,Discovered Cluster #106,13:00–15:00,211.5
107,True,12.888711154014599,77.56278032481751,137,9.202554744525548,Thalagattapura,Discovered Cluster #107,11:00–13:00,1260.75
108,True,12.971744540102062,77.65810091307173,727,8.896836313617607,Jeevanbheemanagar,Discovered Cluster #108,07:00–09:00,6468.0
109,True,12.966976191304347,77.5473767,23,9.16304347826087,Magadi Road,Discovered Cluster #109,03:00–05:00,210.75
110,True,12.962182748717948,77.6491240974359,39,9.384615384615385,Jeevanbheemanagar,Discovered Cluster #110,04:00–06:00,366.0
111,True,13.000334151676924,77.67708072517252,697,15.992109038737446,Mahadevapura,Discovered Cluster #111,06:00–08:00,11146.5
112,True,12.971455400768882,77.71196400651701,208,11.66826923076923,HAL Old Airport,Discovered Cluster #112,02:00–04:00,2427.0
113,True,12.964729951812368,77.71776438091685,938,9.163113006396589,HAL Old Airport,Discovered Cluster #113,05:00–07:00,8595.0
114,True,13.099036745070423,77.57710377887324,71,9.950704225352112,Yelahanka,Discovered Cluster #114,05:00–07:00,706.5
115,True,13.02905754375,77.57085678749999,32,8.25,Sadashivanagar,Discovered Cluster #115,08:00–10:00,264.0
116,True,13.096958270397112,77.59963067797834,277,7.819494584837545,Yelahanka,Discovered Cluster #116,02:00–04:00,2166.0
117,True,12.990082886067158,77.503171225,44,10.073863636363637,Kamakshipalya,Discovered Cluster #117,09:00–11:00,443.25
118,True,12.996947015,77.614238215,20,7.35,Pulikeshinagar(F.Town),Discovered Cluster #118,03:00–05:00,147.0
119,True,13.027618186231884,77.5425691115942,138,13.25,Yeshwanthpura,Discovered Cluster #119,10:00–12:00,1828.5
120,True,12.88088947111111,77.6451846311111,45,3.566666666666667,Electronic City,Discovered Cluster #120,02:00–04:00,160.5
121,True,12.889771696945298,77.63972887349694,30,9.825,HSR Layout,Discovered Cluster #121,07:00–09:00,294.75
122,True,13.003451515384615,77.72349257230769,65,8.365384615384615,K.R. Pura,Discovered Cluster #122,03:00–05:00,543.75
123,True,13.057064523728814,77.54727332881356,59,11.707627118644067,Jalahalli,Discovered Cluster #123,10:00–12:00,690.75
124,True,12.951586698347787,77.71745054824036,61,4.495901639344262,Whitefield,Discovered Cluster #124,07:00–09:00,274.25
125,True,13.04542924102564,77.50743618333333,78,10.634615384615385,Chikkabanavara,Discovered Cluster #125,05:00–07:00,829.5
126,True,13.099643827906977,77.58867542906977,86,9.034883720930232,Yelahanka,Discovered Cluster #126,11:00–13:00,776.9999999999999
127,True,12.980063327586207,77.65216731034482,29,12.413793103448276,Banaswadi,Discovered Cluster #127,05:00–07:00,360.0
128,True,12.987942578333334,77.73404272333333,60,3.775,Mahadevapura,Discovered Cluster #128,12:00–14:00,226.5
129,True,12.930894650588234,77.60649170764705,170,5.454411764705882,Mico Layout,Discovered Cluster #129,02:00–04:00,927.25
130,True,13.050460300884955,77.52553149557522,113,6.995575221238938,Jalahalli,Discovered Cluster #130,10:00–12:00,790.5
131,True,13.050781981818181,77.55281588636365,66,9.037878787878787,Jalahalli,Discovered Cluster #131,05:00–07:00,596.5
132,True,13.034791890243902,77.62476544390243,82,14.067073170731707,K.G. Halli,Discovered Cluster #132,03:00–05:00,1153.5
133,True,12.959420454178193,77.65584048853871,27,7.342592592592593,Jeevanbheemanagar,Discovered Cluster #133,08:00–10:00,198.25
134,True,12.987232678991598,77.73527166890757,119,3.73109243697479,Whitefield,Discovered Cluster #134,04:00–06:00,444.0
135,True,12.941588065979381,77.56708885463918,194,8.875,Basavanagudi,Discovered Cluster #135,03:00–05:00,1721.75
136,True,12.93626808974359,77.61716376923077,39,10.987179487179487,Adugodi,Discovered Cluster #136,07:00–09:00,428.5
137,True,13.068474244444445,77.59272976349206,63,14.253968253968255,Kodigehalli,Discovered Cluster #137,03:00–05:00,898.0
138,True,13.058331596774194,77.59315418709677,31,14.685483870967742,Kodigehalli,Discovered Cluster #138,10:00–12:00,455.25
139,True,13.000000342975206,77.61104801239671,242,8.305785123966942,Pulikeshinagar(F.Town),Discovered Cluster #139,04:00–06:00,2010.0
140,True,12.93745883740458,77.58518941450382,131,7.158396946564886,Wilson Garden,Discovered Cluster #140,12:00–14:00,937.75
141,True,12.90580283,77.54253244,30,7.725,K.S. Layout,Discovered Cluster #141,13:00–15:00,231.75
142,True,12.987011809317917,77.61940156594818,41,10.939024390243903,Pulikeshinagar(F.Town),Discovered Cluster #142,11:00–13:00,448.5
143,True,12.935869324528301,77.51803724528303,106,7.903301886792453,Byatarayanapura,Discovered Cluster #143,11:00–13:00,837.75
144,True,13.184098051515152,77.68783751818182,33,9.090909090909092,Chikkajala,Discovered Cluster #144,04:00–06:00,300.0
145,True,13.1833357,77.68372077575758,33,9.681818181818182,Chikkajala,Discovered Cluster #145,04:00–06:00,319.5
146,True,12.97011033035294,77.6067130552938,358,7.5775139664804465,Ashok Nagar,Discovered Cluster #146,04:00–06:00,2712.75
147,True,12.84072592323576,77.67671737412081,83,8.876506024096386,Electronic City,Discovered Cluster #147,14:00–16:00,736.75
148,True,12.920904916845132,77.66538095244074,103,12.177184466019417,Bellandur,Discovered Cluster #148,09:00–11:00,1254.25
149,True,13.18355742413793,77.68235089310346,29,10.344827586206897,Chikkajala,Discovered Cluster #149,04:00–06:00,300.0
150,True,13.028930251392786,77.5396404123301,103,17.266990291262136,Yeshwanthpura,Discovered Cluster #150,01:00–03:00,1778.5
151,True,12.894642258333334,77.59904692708334,48,10.5,J.P. Nagar,Discovered Cluster #151,06:00–08:00,504.0
152,True,13.008009470967743,77.52675464516129,124,13.455645161290322,Rajajinagar,Discovered Cluster #152,10:00–12:00,1668.5
153,True,12.964374751145037,77.54045670076336,131,2.513358778625954,Vijayanagara,Discovered Cluster #153,11:00–13:00,329.25
154,True,12.970422808245749,77.6466167584159,481,12.944906444906445,Jeevanbheemanagar,Discovered Cluster #154,07:00–09:00,6226.5
155,True,12.937165134146342,77.62710363170731,41,5.439024390243903,Adugodi,Discovered Cluster #155,14:00–16:00,223.00000000000003
156,True,13.121805773015874,77.63096377460317,126,9.40079365079365,Chikkajala,Discovered Cluster #156,13:00–15:00,1184.5
157,True,12.989118690697675,77.50786748139535,43,9.034883720930232,Kamakshipalya,Discovered Cluster #157,04:00–06:00,388.49999999999994
158,True,12.932532707058822,77.63157715999999,85,9.105882352941176,Adugodi,Discovered Cluster #158,02:00–04:00,774.0
159,True,13.04989776909091,77.59307931227272,220,11.514772727272728,Kodigehalli,Discovered Cluster #159,04:00–06:00,2533.25
160,True,12.885696916840189,77.64146935040773,34,6.860294117647059,Hulimavu,Discovered Cluster #160,02:00–04:00,233.25
161,True,13.039979090082646,77.518564784573,121,12.171487603305785,Peenya,Discovered Cluster #161,04:00–06:00,1472.75
162,True,12.998296583333333,77.58176956111112,36,3.7777777777777777,Sheshadripuram,Discovered Cluster #162,10:00–12:00,136.0
163,True,12.986870536904762,77.51918181309523,84,6.116071428571429,Kamakshipalya,Discovered Cluster #163,08:00–10:00,513.75
164,True,12.913750757806472,77.67806428090448,92,8.78804347826087,Bellandur,Discovered Cluster #164,09:00–11:00,808.5
165,True,12.991117924418605,77.57166369651162,86,12.095930232558139,Sheshadripuram,Discovered Cluster #165,11:00–13:00,1040.25
166,True,13.022549083653935,77.6378287741035,77,2.038961038961039,Banaswadi,Discovered Cluster #166,13:00–15:00,157.0
167,True,12.968684362162161,77.57909102702702,37,7.905405405405405,City Market,Discovered Cluster #167,12:00–14:00,292.5
168,True,12.990580861904762,77.61214559047619,21,15.428571428571429,Pulikeshinagar(F.Town),Discovered Cluster #168,11:00–13:00,324.0
169,True,12.972338954666668,77.62600084133334,75,11.826666666666666,Halasur,Discovered Cluster #169,04:00–06:00,887.0
170,True,12.894245451495609,77.65713708629859,30,11.125,HSR Layout,Discovered Cluster #170,11:00–13:00,333.75
171,True,12.96901768135593,77.54559801355933,59,6.5974576271186445,Vijayanagara,Discovered Cluster #171,04:00–06:00,389.25
172,True,12.97029270917589,77.61018260519761,28,15.785714285714286,Ashok Nagar,Discovered Cluster #172,11:00–13:00,442.0
173,True,12.967111270270271,77.54282144594595,37,7.722972972972973,Vijayanagara,Discovered Cluster #173,11:00–13:00,285.75
174,True,12.83925276153846,77.67780211538462,26,6.115384615384615,Electronic City,Discovered Cluster #174,04:00–06:00,159.0
175,True,12.887062133333332,77.64090109583334,24,9.21875,Hulimavu,Discovered Cluster #175,02:00–04:00,221.25
176,True,13.015271806827558,77.55511406080542,69,23.405797101449274,Malleshwaram,Discovered Cluster #176,11:00–13:00,1614.9999999999998
177,True,12.931547838235293,77.69286311176471,34,19.080882352941178,HAL Old Airport,Discovered Cluster #177,11:00–13:00,648.75
178,True,12.940576418681317,77.52462810549451,91,8.085164835164836,Byatarayanapura,Discovered Cluster #178,10:00–12:00,735.75
179,True,13.099346338235293,77.59743850882353,34,9.198529411764707,Yelahanka,Discovered Cluster #179,11:00–13:00,312.75
180,True,12.991990112000002,77.589934421,100,5.655,High ground,Discovered Cluster #180,04:00–06:00,565.5
181,True,12.978165185714285,77.63936402571429,140,9.653571428571428,Jeevanbheemanagar,Discovered Cluster #181,09:00–11:00,1351.5
182,True,13.18390233902439,77.68641455609756,41,10.28048780487805,Chikkajala,Discovered Cluster #182,04:00–06:00,421.5
183,True,12.959985900000001,77.64766425,20,6.75,Jeevanbheemanagar,Discovered Cluster #183,05:00–07:00,135.0
184,True,12.98669929130435,77.69011605652173,23,3.5652173913043477,Mahadevapura,Discovered Cluster #184,01:00–03:00,82.0
185,True,12.900315693548388,77.5858607967742,31,8.637096774193548,J.P. Nagar,Discovered Cluster #185,13:00–15:00,267.75
186,True,13.00061948095238,77.61492857142858,21,3.2142857142857144,Pulikeshinagar(F.Town),Discovered Cluster #186,11:00–13:00,67.5
187,True,13.045463199999999,77.5056303,21,10.785714285714286,Peenya,Discovered Cluster #187,02:00–04:00,226.50000000000003
188,True,13.020083603448276,77.53203141034483,29,8.948275862068966,Rajajinagar,Discovered Cluster #188,03:00–05:00,259.5
189,True,12.91253821111111,77.68084690555555,72,11.8125,Bellandur,Discovered Cluster #189,09:00–11:00,850.5
190,True,13.050244292,77.494542196,25,14.28,Chikkabanavara,Discovered Cluster #190,03:00–05:00,357.0
191,True,13.144255935483873,77.61789476129032,31,9.588709677419354,Chikkajala,Discovered Cluster #191,08:00–10:00,297.25
192,True,12.974368457142857,77.71095981836734,49,9.091836734693878,Mahadevapura,Discovered Cluster #192,04:00–06:00,445.5
193,True,12.925766390909091,77.61936471363636,22,15.954545454545455,Madiwala,Discovered Cluster #193,03:00–05:00,351.0
194,True,12.916413363414636,77.6382554707317,41,13.03048780487805,HSR Layout,Discovered Cluster #194,02:00–04:00,534.25
195,True,12.884983313333333,77.64241653666666,30,7.15,Electronic City,Discovered Cluster #195,02:00–04:00,214.5
196,True,12.87300778035784,77.59420155740544,26,4.903846153846154,Hulimavu,Discovered Cluster #196,03:00–05:00,127.50000000000001
197,True,12.992788204347827,77.57281482173913,23,14.347826086956522,Sheshadripuram,Discovered Cluster #197,08:00–10:00,330.0
198,True,12.94752151372549,77.69896826764706,102,23.737745098039216,HAL Old Airport,Discovered Cluster #198,08:00–10:00,2421.25
199,True,12.958567632941177,77.66820463176471,85,6.58235294117647,HAL Old Airport,Discovered Cluster #199,03:00–05:00,559.5
200,True,12.942343142424242,77.74723405454546,33,11.386363636363637,Whitefield,Discovered Cluster #200,09:00–11:00,375.75
201,True,12.963683014680088,77.7330920792896,28,11.678571428571429,Whitefield,Discovered Cluster #201,08:00–10:00,327.0
202,True,12.956719553914242,77.71511627489167,53,10.599056603773585,HAL Old Airport,Discovered Cluster #202,09:00–11:00,561.75
203,True,12.974007645454545,77.50905766969697,33,12.212121212121213,Jnanabharathi,Discovered Cluster #203,03:00–05:00,403.0
204,True,12.938379835714287,77.59259953214287,28,14.464285714285714,Wilson Garden,Discovered Cluster #204,09:00–11:00,405.0
205,True,12.931020020588235,77.69490805,34,16.279411764705884,Bellandur,Discovered Cluster #205,11:00–13:00,553.5
206,True,12.977897290697676,77.71307592790698,43,5.5813953488372094,Mahadevapura,Discovered Cluster #206,06:00–08:00,240.0
207,True,12.947477433333333,77.5336557,21,17.25,Byatarayanapura,Discovered Cluster #207,06:00–08:00,362.25
208,True,13.027653094,77.58597251,50,6.365,R.T. Nagar,Discovered Cluster #208,10:00–12:00,318.25
209,True,12.913605504564316,77.6053891373444,241,8.390041493775934,Mico Layout,Discovered Cluster #209,05:00–07:00,2022.0
210,True,12.942281363888888,77.62241139722222,36,10.666666666666666,Adugodi,Discovered Cluster #210,04:00–06:00,384.0
211,True,12.999862869133427,77.67495657381328,40,18.4875,Banaswadi,Discovered Cluster #211,03:00–05:00,739.5
212,True,13.039568771428572,77.58971244285715,28,9.696428571428571,Hebbala,Discovered Cluster #212,09:00–11:00,271.5
213,True,12.8409583,77.64989452272727,22,7.840909090909091,Electronic City,Discovered Cluster #213,13:00–15:00,172.5
214,True,12.956664085294118,77.70865785,34,6.882352941176471,HAL Old Airport,Discovered Cluster #214,02:00–04:00,234.0
215,True,12.964444449999998,77.55222553,20,6.4875,Magadi Road,Discovered Cluster #215,03:00–05:00,129.75
216,True,12.988300529166667,77.57226274583333,24,5.71875,Sheshadripuram,Discovered Cluster #216,10:00–12:00,137.25
217,True,13.007059129999998,77.621635685,20,3.25,Pulikeshinagar(F.Town),Discovered Cluster #217,04:00–06:00,65.0
218,True,12.92482930952381,77.69486993333332,21,4.9523809523809526,Bellandur,Discovered Cluster #218,04:00–06:00,104.0
219,True,12.960971732002259,77.52774259040991,118,6.489406779661017,Byatarayanapura,Discovered Cluster #219,11:00–13:00,765.75
220,True,12.922996562500002,77.65152483749999,48,15.015625,HSR Layout,Discovered Cluster #220,10:00–12:00,720.75
221,True,12.971546839423077,77.61816730096153,104,3.0673076923076925,Halasur,Discovered Cluster #221,11:00–13:00,319.0
222,True,13.053831858024692,77.59282061481481,81,6.675925925925926,Kodigehalli,Discovered Cluster #222,11:00–13:00,540.75
223,True,13.071949497777778,77.63375247111111,45,10.666666666666666,Hennuru,Discovered Cluster #223,07:00–09:00,480.0
224,True,12.975016841463416,77.60412998780488,41,7.170731707317073,Cubbon Park,Discovered Cluster #224,12:00–14:00,294.0
225,True,13.014131803921568,77.49203131568628,51,9.235294117647058,Kamakshipalya,Discovered Cluster #225,11:00–13:00,470.99999999999994
226,True,13.003523763265306,77.66275438163265,49,7.040816326530612,Banaswadi,Discovered Cluster #226,04:00–06:00,345.0
