hotspot_id,is_discovered_cluster,centroid_lat,centroid_lon,violation_count,avg_disruption_index,total_lane_width_reduction,police_station,location_name,junction_name,rank
26,True,13.006665603140775,77.57042232114415,1783,11.561413348289399,5166.5,Malleshwaram,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Discovered Cluster #26,11
1021,False,12.977045431320505,77.5747814132714,1507,6.034505640345056,4463.0,Upparpet,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)","Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12
1015,False,12.96669376408046,77.57440335938698,1044,10.979885057471265,4054.5,Chamarajpet,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)","AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",13
8,True,12.939723819081728,77.69546545056657,657,14.178843226788432,3815.0,HAL Old Airport,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #8,14
2,True,13.008524695873154,77.695366338106,1151,6.142050390964378,3596.0,K.R. Pura,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",Discovered Cluster #2,15
1026,False,12.998918009448568,77.54950488817951,1586,4.611286254728878,3572.5,Rajajinagar,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",16
71,True,12.996209480719953,77.66850779125161,607,9.772652388797365,3424.5,Mahadevapura,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",Discovered Cluster #71,17
1023,False,12.964412068857591,77.5830609187011,1278,5.405320813771518,3355.5,Halasuru Gate,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",18
1033,False,12.974209033187055,77.545292690565,1823,4.512342292923752,3335.0,Vijayanagara,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",19
23,True,12.997736244949955,77.5713687979072,1099,10.785714285714286,3309.0,Malleshwaram,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Discovered Cluster #23,20
1054,False,13.00777223936073,77.55464902063927,1095,11.32420091324201,3061.5,Malleshwaram,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",21
1005,False,12.992900784244553,77.58818762646376,1526,3.621559633027523,3043.0,High ground,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",22
1014,False,12.97352827037037,77.58116998888889,1053,5.786324786324786,2981.0,Upparpet,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)","Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",23
13,True,12.982847914614121,77.61073009137931,1218,5.321428571428571,2947.5,Shivajinagar,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Discovered Cluster #13,24
1010,False,12.965236061291954,77.53789868470861,1273,2.931264728986646,2825.5,Vijayanagara,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)","Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",25
111,True,13.000334151676924,77.67708072517252,697,16.64490674318508,2789.0,Mahadevapura,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",Discovered Cluster #111,26
113,True,12.964729951812368,77.71776438091685,938,7.869402985074627,2478.5,HAL Old Airport,"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #113,27
30,True,13.035310753015873,77.58902439978836,945,5.412169312169312,2377.5,Hebbala,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Discovered Cluster #30,28
14,True,12.957891079176742,77.70165952276948,715,8.118181818181819,2348.0,HAL Old Airport,"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #14,29
15,True,12.973456095540309,77.61516642504289,583,5.704116638078903,2323.5,Halasur,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Discovered Cluster #15,30
1077,False,12.976936568141593,77.57075569238938,565,7.8584070796460175,2215.5,Chamarajpet,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)","Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",31
51,True,13.191274310507726,77.64624639933776,453,9.311258278145695,2109.0,Chikkajala,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Discovered Cluster #51,32
1075,False,12.971316586111776,77.57550410954526,709,7.419605077574048,1949.5,City Market,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)","AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",33
1036,False,12.973480886547085,77.55089874899103,892,8.185538116591928,1897.0,Magadi Road,"1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)","1st Cross Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",34
154,True,12.970422808245749,77.6466167584159,481,10.482328482328482,1872.5,Jeevanbheemanagar,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #154,35
1062,False,12.95955479703154,77.57666911372912,539,7.999072356215214,1862.5,City Market,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","Tippu Sultan Palace Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",36
108,True,12.971744540102062,77.65810091307173,727,7.154057771664374,1845.0,Jeevanbheemanagar,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",Discovered Cluster #108,37
1066,False,13.002455863116056,77.5501098753577,629,8.327503974562799,1785.5,Malleshwaram,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",38
89,True,12.9305756031763,77.68535546069185,520,15.8125,1769.0,HAL Old Airport,"Outer Ring Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #89,39
88,True,13.07105272143727,77.58793467161998,821,4.171741778319123,1710.0,Kodigehalli,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Discovered Cluster #88,40
1069,False,12.98119319343318,77.59842454815667,868,3.8058755760368665,1647.5,Shivajinagar,"Cunningham Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Cunningham Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",41
1056,False,12.943962315717858,77.57143034614516,702,4.788461538461538,1614.0,Basavanagudi,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)","Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",42
1058,False,13.008877536630008,77.54920832600195,624,5.503205128205129,1611.0,Rajajinagar,"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",43
1008,False,12.97150985882353,77.5969948947479,476,6.684873949579832,1593.0,Cubbon Park,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",44
40,True,12.950955690725522,77.69985101484421,260,27.375,1570.5,HAL Old Airport,"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #40,45
10,True,12.927446645424773,77.67963950811057,459,14.673202614379084,1521.0,Bellandur,"Outer Ring Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #10,46
7,True,13.005698587453658,77.68579506415745,585,3.5871794871794873,1519.0,K.R. Pura,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",Discovered Cluster #7,47
1065,False,12.999424556528126,77.55073900457668,574,7.60801393728223,1509.0,Malleshwaram,"19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","19th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",48
1017,False,12.993659926356933,77.55381417336051,466,7.701716738197425,1499.0,Rajajinagar,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",49
75,True,12.980199759759035,77.6138430366265,415,7.945783132530121,1487.0,Shivajinagar,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Discovered Cluster #75,50
22,True,12.943594858877526,77.69760136516265,318,20.9748427672956,1373.0,HAL Old Airport,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #22,51
39,True,12.938129867693432,77.69876850218704,441,9.095238095238095,1342.0,HAL Old Airport,"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #39,52
1022,False,12.986309651115961,77.57899448477256,379,6.3179419525065965,1309.5,High ground,"Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",53
1051,False,12.95260133730534,77.5411796510953,410,5.314634146341463,1292.0,Byatarayanapura,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)","Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",54
29,True,12.841981707889547,77.64565966331362,507,5.099605522682446,1282.0,Electronic City,"Neeladri Road, Ajmera Annex, Karuna Nagar, Doddathogur, Bengaluru, Karnataka. Pin-560100 (India)",Discovered Cluster #29,55
1100,False,12.935769962719297,77.6154128114035,456,8.172149122807017,1263.0,Adugodi,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)","20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",56
32,True,12.89224884102084,77.63781914414675,388,9.713917525773196,1196.5,Hulimavu,"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",Discovered Cluster #32,57
95,True,12.995498386979548,77.69577595569638,324,11.891975308641975,1195.5,Mahadevapura,"Whitefield Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",Discovered Cluster #95,58
1064,False,12.982397111776955,77.55992122603615,402,9.7363184079602,1107.0,Magadi Road,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",59
1083,False,12.963765475437837,77.64216252359928,323,12.357585139318886,1103.5,Jeevanbheemanagar,"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)","Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",60
100,True,12.936318961074319,77.69238938970683,279,16.704301075268816,1092.5,HAL Old Airport,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #100,61
1009,False,12.968850608572716,77.53669337440863,473,5.6701902748414374,1038.0,Vijayanagara,"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",62
85,True,12.96962768703242,77.57562532169577,401,7.412718204488778,1010.0,City Market,"AS Char Main Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",Discovered Cluster #85,63
24,True,12.959335517632022,77.64564359987632,256,6.060546875,1005.5,Jeevanbheemanagar,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #24,64
48,True,12.90641438657905,77.62981573157882,330,7.368181818181818,998.0,HSR Layout,"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Discovered Cluster #48,65
65,True,12.973723112030076,77.62296669924812,266,11.12781954887218,993.5,Halasur,"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #65,66
1085,False,12.923620679686866,77.61937351924857,207,18.342995169082126,983.0,Madiwala,"Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)","Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",67
1002,False,12.997496244673503,77.54696107350536,385,4.793506493506493,973.5,Vijayanagara,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",68
1,True,12.99551413226601,77.61399975665024,406,4.807881773399015,969.0,Pulikeshinagar(F.Town),"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Discovered Cluster #1,69
1049,False,12.956572720608108,77.58602540506757,296,9.217905405405405,965.5,Wilson Garden,"Lalbagh Main Road, SGN Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)","Lalbagh Main Road, SGN Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",70
77,True,12.960943023758865,77.51174843262412,282,12.198581560283689,964.5,Jnanabharathi,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",Discovered Cluster #77,71
91,True,12.989255846010638,77.59905901835107,376,3.029255319148936,951.0,Shivajinagar,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",Discovered Cluster #91,72
1035,False,12.974644583123425,77.54741107153653,397,5.0705289672544085,932.5,Vijayanagara,"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",73
59,True,13.027866363392857,77.5742299547619,336,3.6235119047619047,931.5,Sadashivanagar,"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",Discovered Cluster #59,74
1090,False,12.99851919445629,77.55306201833689,469,7.768656716417911,920.0,Malleshwaram,"80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","80 Feet Ring Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",75
1043,False,12.961740155526314,77.59953285605263,380,4.935526315789474,901.0,Ashok Nagar,"O Shaughnessy Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)","O Shaughnessy Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",76
1055,False,12.985188595642612,77.55385094237738,351,6.021367521367521,885.0,Rajajinagar,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",77
1060,False,12.97579000643013,77.5615621504878,369,5.1558265582655824,853.0,Magadi Road,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)","G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",78
38,True,13.017411671493212,77.53142927828054,221,6.237556561085973,845.5,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",Discovered Cluster #38,79
146,True,12.97011033035294,77.6067130552938,358,4.737430167597766,839.5,Ashok Nagar,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Discovered Cluster #146,80
27,True,12.999784433691756,77.56939136630825,279,11.924731182795698,833.5,Malleshwaram,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",Discovered Cluster #27,81
1123,False,12.928094261341853,77.58066901533546,313,6.984025559105431,833.0,Jayanagara,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",82
56,True,12.98665399159292,77.57446836902656,226,6.017699115044247,819.0,Sheshadripuram,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Discovered Cluster #56,83
82,True,12.99541420543131,77.61041360351437,313,5.330670926517572,816.0,Pulikeshinagar(F.Town),"Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Discovered Cluster #82,84
46,True,12.959824816602763,77.64902487427754,219,7.7534246575342465,809.0,Jeevanbheemanagar,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",Discovered Cluster #46,85
1070,False,12.958280056206897,77.57758386827587,290,7.139655172413793,807.5,City Market,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",86
52,True,12.975726044885382,77.55882605604687,397,2.858942065491184,804.5,Magadi Road,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",Discovered Cluster #52,87
112,True,12.971455400768882,77.71196400651701,208,11.334134615384615,803.5,HAL Old Airport,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #112,88
1044,False,12.953815313872918,77.54333742664406,315,2.588888888888889,787.5,Byatarayanapura,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)","Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",89
61,True,12.979158456920205,77.69505897881804,210,12.647619047619047,769.5,Mahadevapura,"Outer Ring Road, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",Discovered Cluster #61,90
152,True,13.008009470967743,77.52675464516129,124,14.17741935483871,769.5,Rajajinagar,"Laggere Service Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",Discovered Cluster #152,91
116,True,13.096958270397112,77.59963067797834,277,7.73826714801444,757.5,Yelahanka,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Discovered Cluster #116,92
81,True,12.899757632478305,77.67546852765973,262,4.505725190839694,757.0,Bellandur,"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",Discovered Cluster #81,93
1063,False,12.972529560626615,77.5381363494018,286,7.428321678321678,749.5,Vijayanagara,"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",94
1115,False,12.99864595755627,77.54140129260449,311,3.635048231511254,741.5,Vijayanagara,"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)","Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",95
1072,False,12.934316957222222,77.60838739611111,180,8.738888888888889,731.0,Mico Layout,"Krishna Nagar Main Road, Chikka Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)","Krishna Nagar Main Road, Chikka Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",96
84,True,13.022707997068403,77.5928355801303,307,7.094462540716612,726.0,R.T. Nagar,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Discovered Cluster #84,97
12,True,12.925880298230084,77.67632185245768,215,14.867441860465116,725.5,Bellandur,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",Discovered Cluster #12,98
45,True,12.91164795551724,77.63808631551724,290,10.939655172413794,709.0,HSR Layout,"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",Discovered Cluster #45,99
1053,False,12.969067881,77.6002887665,200,7.145,699.5,Ashok Nagar,"Grant Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Grant Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",100
50,True,12.964440196641792,77.55455237686567,268,7.585820895522388,698.5,Magadi Road,"Hosahalli Main Road, Umar Farooq Nagar, Padarayanapura, Bengaluru, Karnataka. Pin-560018 (India)",Discovered Cluster #50,101
1050,False,12.979895092121517,77.55486575412323,211,14.585308056872037,669.5,Magadi Road,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",102
1082,False,12.917290036036707,77.57373794538526,184,10.402173913043478,659.5,Jayanagara,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)","Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",103
97,True,13.030639331257253,77.5363667094168,217,12.17741935483871,635.0,Yeshwanthpura,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Discovered Cluster #97,104
0,True,12.95751398262911,77.51889524084507,213,4.727699530516432,626.5,Byatarayanapura,"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Discovered Cluster #0,105
